code,file,drawn_size_mm,legend,check,intervene,notes
TM1-28B,Temporary Signs/NEXT_10_KM_YELLOW_LONG_SKINNY_TM1-28B.svg,1200x300,NEXT 10 km,ok,," Numeral varies; generated for 1-20 km. Top dims '= | 368 | 75 | Varies | 175 | =': numeral-to-km gap not dimensioned, 45 taken from TM1-28A. NEXT and numeral 100 E, km 85 Emod, one baseline at 200. Line centred as a whole."
TM1-28B,Temporary Signs/NEXT_15_KM_YELLOW_LONG_SKINNY_TM1-28B.svg,1200x300,NEXT 15 km,ok,," Numeral varies; generated for 1-20 km. Top dims '= | 368 | 75 | Varies | 175 | =': numeral-to-km gap not dimensioned, 45 taken from TM1-28A. NEXT and numeral 100 E, km 85 Emod, one baseline at 200. Line centred as a whole."
TM1-28B,Temporary Signs/NEXT_20_KM_YELLOW_LONG_SKINNY_TM1-28B.svg,1200x300,NEXT 20 km,ok,," Numeral varies; generated for 1-20 km. Top dims '= | 368 | 75 | Varies | 175 | =': numeral-to-km gap not dimensioned, 45 taken from TM1-28A. NEXT and numeral 100 E, km 85 Emod, one baseline at 200. Line centred as a whole."
TM1-2A,Temporary Signs/BRIDGE_WORK_AHEAD_YELLOW_SQUARE_TM1-2A.svg,600x600,BRIDGE WORK AHEAD,ok,," Top dims 125|350|125 and 75|450|75: 450 taken as BRIDGE, 350 as WORK (WORK 100 D = 350 on TM1-1A)."
TM1-2C,Temporary Signs/BRIDGEWORK_AHEAD_YELLOW_LONG_TM1-2C.svg,1200x600,BRIDGEWORK AHEAD,ok,,
TM1-3-1A,Temporary Signs/ROAD_PLANT_AHEAD_YELLOW_SQUARE_TM1-3-1A.svg,600x600,ROAD PLANT AHEAD,ok,,
TM1-3-1C,Temporary Signs/ROAD_PLANT_AHEAD_YELLOW_LONG_TM1-3-1C.svg,1200x600,ROAD PLANT AHEAD,ok,," Drawing labels the first line 155 D, but its widths 427/514 are Series C (155 D would be 520/614 = 1227 total, wider than the sign); C used."
TM1-30A,Temporary Signs/TRAFFIC_SIGNALS_YELLOW_SQUARE_TM1-30A.svg,600x600,,ok,,symbol:tm1-30a_traffic_signals
TM1-32A,Temporary Signs/SIDE_ROAD_CLOSED_YELLOW_SQUARE_TM1-32A.svg,600x600,SIDE ROAD CLOSED,ok,,
TM1-34A,Temporary Signs/TRAFFIC_CONTROLLER_ORANGE_SQUARE_TM1-34A.svg,600x600,,ok,,symbol:tm1-34a_traffic_controller
TM1-35C,Temporary Signs/STOP_HERE_WHEN_REDIRECTED_WHITE_LONG_TM1-35C.svg,1200x600,STOP HERE WHEN REDIRECTED,ok,, Drawing labels STOP HERE 150 C but the widths 468/478 are Series D (150 C = 395/405; STOP 100 D = 312 on TM1-18A); D used.
TM1-36B,Temporary Signs/50_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,50 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/100_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,100 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/150_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,150 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/200_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,200 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/250_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,250 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/300_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,300 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/400_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,400 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-36B,Temporary Signs/500_M_AHEAD_YELLOW_LONG_SKINNY_TM1-36B.svg,1200x300,500 m AHEAD,ok,," Numeral varies; generated for 50-500 m. DRAWING INCONSISTENT: vertical dims 115 | 120 D | 100 sum to 335 not 300 (115 and 100 copied from TM1-28B); the 120 letters are drawn centred, so top 90, baseline 210; m 100 Emod on the same baseline. Top dims '= | Varies | 65 | 109 | 63 | 516 | ='. Line centred as a whole."
TM1-37C,Temporary Signs/SURVEYORS_AHEAD_ORANGE_LONG_TM1-37C.svg,1200x600,SURVEYORS AHEAD,ok,,
TM1-38A,Temporary Signs/SPEED_HUMP_AHEAD_YELLOW_SQUARE_TM1-38A.svg,600x600,,ok,,"symbol:tm1-38a_speed_hump_ahead Arrow and hump dimensioned as one 426 x 344 group (87|426|87, 128|344|128)."
TM1-39A,Temporary Signs/SIGNAL_WORKS_AHEAD_YELLOW_SQUARE_TM1-39A.svg,600x600,SIGNAL WORKS AHEAD,ok,, Top dims 86|427|87 and 71|458|71: 458 taken as SIGNAL and 427 as WORKS (WORKS 100 D = 427 on TM1-42A).
TM1-40A,Temporary Signs/LINE_MARKING_AHEAD_YELLOW_SQUARE_TM1-40A.svg,600x600,LINE MARKING AHEAD,ok,, Caption says 'orange retroreflective ground' but the drawing is coloured yellow; yellow used.
TM1-41A,Temporary Signs/MOWING_AHEAD_YELLOW_SQUARE_TM1-41A.svg,600x600,MOWING AHEAD,ok,,
TM1-42A,Temporary Signs/TRAM_WORKS_AHEAD_YELLOW_SQUARE_TM1-42A.svg,600x600,TRAM WORKS AHEAD,ok,,
TM1-43A,Temporary Signs/ROAD_CLOSED_AHEAD_YELLOW_SQUARE_TM1-43A.svg,600x600,ROAD CLOSED AHEAD,ok,,
TM1-43C,Temporary Signs/ROAD_CLOSED_AHEAD_YELLOW_LONG_TM1-43C.svg,1200x600,ROAD CLOSED AHEAD,ok,,
TM1-44A,Temporary Signs/BURNING_OFF_AHEAD_YELLOW_SQUARE_TM1-44A.svg,600x600,BURNING OFF AHEAD,ok,,
TM1-44C,Temporary Signs/BURNING_OFF_AHEAD_YELLOW_LONG_TM1-44C.svg,1200x600,BURNING OFF AHEAD,ok,," Drawing labels the lines 150 D and 155 D, but the widths are Series C (BURNING OFF 705/291; 150 D would be 829/348) and Series E (AHEAD 792, the same 155 E AHEAD as TM1-1C etc.; 155 D = 667); C and E used."
TM1-45A,Temporary Signs/TRAFFIC_INCIDENT_AHEAD_YELLOW_SQUARE_TM1-45A.svg,600x600,TRAFFIC INCIDENT AHEAD,ok,, Top dims 56|488|56 and 44|512|44: 512 taken as TRAFFIC (100 D) and 488 as INCIDENT (100 C).
TM1-45C,Temporary Signs/TRAFFIC_INCIDENT_AHEAD_YELLOW_LONG_TM1-45C.svg,1200x600,TRAFFIC INCIDENT AHEAD,ok,, Top dims 233|733|234 and 265|669|266: 669 taken as TRAFFIC and 733 as INCIDENT (110 E).
TM1-46A,Temporary Signs/QUEUED_TRAFFIC_AHEAD_YELLOW_SQUARE_TM1-46A.svg,600x600,QUEUED TRAFFIC AHEAD,ok,,
TM1-47A,Temporary Signs/QUEUED_TRAFFIC_YELLOW_SQUARE_TM1-47A.svg,600x600,,ok,,symbol:tm1-47a_queued_cars Symbol is black with red tail lights (colour inside the symbol artwork).
TM1-49A,Temporary Signs/ROAD_SIDE_HAZARD_YELLOW_SQUARE_TM1-49A.svg,600x600,ROAD SIDE HAZARD,ok,,
TM1-4A,Temporary Signs/GRADER_AHEAD_YELLOW_SQUARE_TM1-4A.svg,600x600,GRADER AHEAD,ok,,
TM1-4C,Temporary Signs/GRADER_AHEAD_YELLOW_LONG_TM1-4C.svg,1200x600,GRADER AHEAD,ok,, Drawing labels GRADER 155 D but its width 919 (140|919|141) is Series E (155 D = 780); E used.
TM1-50A,Temporary Signs/WATCH_FOR_WANDERING_ANIMALS_YELLOW_SQUARE_TM1-50A.svg,600x600,WATCH FOR WANDERING ANIMALS,ok,," DRAWING INCONSISTENT: vertical dims 80|80|80|80|80|80|100 sum to 580 not 600. Tops measured down from the top edge (80, 240, 400); bottom margin then 120."
TM1-51B,Temporary Signs/AHEAD_YELLOW_LONG_SKINNY_TM1-51B.svg,1200x300,AHEAD,ok,,
TM1-5A,Temporary Signs/WORKER_ORANGE_SQUARE_TM1-5A.svg,600x600,,ok,,symbol:tm1-5a_worker
TM1-5C,Temporary Signs/WORKER_ORANGE_LONG_TM1-5C.svg,1200x600,,ok,,"symbol:tm1-5a_worker Same worker symbol as TM1-5A, bbox 325|547|328 x 67|466|67."
TM1-6A,Temporary Signs/DETOUR_AHEAD_YELLOW_SQUARE_TM1-6A.svg,600x600,DETOUR AHEAD,ok,,
TM1-6B,Temporary Signs/DETOUR_AHEAD_YELLOW_LONG_SKINNY_TM1-6B.svg,1200x300,DETOUR AHEAD,ok,,
TM10-10A,Temporary Signs/RIGHT_TURN_WEDGE_LANE_CLOSED_YELLOW_SQUARE_TM10-10A.svg,600x600,,ok,,"symbol:tm10-9a_left_turn_arrow_wedge Mirror of TM10-9A (50 | 240 | 50 | 198 | 62; bottom 141 | 58 | 138 | 201 | 62): bar x 50 w 240; stem x 141 w 58; arrow+wedge bbox x 337 w 201, y 176 h 320 (right stack 176 | 320 | 105 = 601 as on TM10-9A), flipped."
TM10-11A,Temporary Signs/CURVE_RIGHT_ARROW_YELLOW_SQUARE_TM10-11A.svg,600x600,,ok,,"symbol:tm10-11a_curve_arrow_right Symbol 107 | 386 | 107 wide, 95 | 410 | 95 high."
TM10-12A,Temporary Signs/CURVE_LEFT_ARROW_YELLOW_SQUARE_TM10-12A.svg,600x600,,ok,,"symbol:tm10-11a_curve_arrow_right Same dimensions as TM10-11A (107 | 386 | 107, 95 | 410 | 95); the inset is the mirror image of TM10-11A's, so that symbol is reused flipped."
TM10-13A,Temporary Signs/TWO_LANE_SHIFT_LEFT_YELLOW_SQUARE_TM10-13A.svg,600x600,,ok,,"symbol:tm10-13a_two_lane_shift_left Symbol 55 | 490 | 55 wide, 60 from top, 410 high. DRAWING INCONSISTENCY: 60 | 410 | 61 sums to 601."
TM10-14A,Temporary Signs/TWO_LANE_SHIFT_RIGHT_YELLOW_SQUARE_TM10-14A.svg,600x600,,ok,,"symbol:tm10-13a_two_lane_shift_left Same dimensions as TM10-13A (55 | 490 | 55, 60 | 410 | 61 = 601); inset is the mirror image, so TM10-13A's symbol is reused flipped."
TM10-15A,Temporary Signs/LANE_SHIFT_LEFT_YELLOW_SQUARE_TM10-15A.svg,600x600,,ok,,"symbol:tm10-15a_lane_shift_left Symbol 124 | 352 | 124 wide, 51 | 498 | 51 high."
TM10-16A,Temporary Signs/LANE_SHIFT_RIGHT_YELLOW_SQUARE_TM10-16A.svg,600x600,,ok,,"symbol:tm10-15a_lane_shift_left Same dimensions as TM10-15A; inset is the mirror image, so TM10-15A's symbol is reused flipped."
TM10-17A,Temporary Signs/MERGE_RIGHT_ARROW_YELLOW_SQUARE_TM10-17A.svg,600x600,,ok,,"symbol:tm10-17a_merge_arrow Symbol 120 | 360 | 120 wide, 67 | 465 | 68 high."
TM10-1A,Temporary Signs/UP_ARROW_YELLOW_SQUARE_TM10-1A.svg,600x600,,ok,,"symbol:tm10-1a_up_arrow Arrow centred (300 | 300), 100 from top and bottom (400 high). Width not dimensioned: head 3 grid squares of 50 = 150 from the inset (shaft 1 square)."
TM10-2A,Temporary Signs/LANE_CLOSED_BAR_YELLOW_SQUARE_TM10-2A.svg,600x600,,ok,," T symbol drawn as two rectangles: bar 180 | 240 | 180, 165 from top, 80 high; stem 271 | 58 | 271, 50 below bar, 200 high, 105 above bottom."
TM10-3A,Temporary Signs/LEFT_LANE_CLOSED_YELLOW_SQUARE_TM10-3A.svg,600x600,,ok,,"symbol:tm10-1a_up_arrow Bar 75 from left, 240 wide, 165 from top, 80 high. Stem 58 wide, 295 from top, 200 high; its horizontal position is only given as the 58 width, so it is centred under the bar (x 166) as on TM10-2A. Arrow centreline 150 from right edge (75 | 240 | 135 | 150), 100 from top and bottom; head width 3 grid squares = 150 from the inset."
TM10-4A,Temporary Signs/RIGHT_LANE_CLOSED_YELLOW_SQUARE_TM10-4A.svg,600x600,,ok,,"symbol:tm10-1a_up_arrow Mirror of TM10-3A: arrow centreline 150 from left (150 | 135 | 240 | 75); bar x 285 w 240, y 165 h 80; stem 58 wide centred under the bar (x 376), y 295 h 200."
TM10-5A,Temporary Signs/TWO_UP_ARROWS_YELLOW_SQUARE_TM10-5A.svg,600x600,,ok,,"symbol:tm10-1a_up_arrow Arrow centrelines at 180 and 420 (180 | 240 | 180), 100 from top and bottom; head width 3 grid squares = 150 from the inset."
TM10-6A,Temporary Signs/TWO_LANES_CLOSED_YELLOW_SQUARE_TM10-6A.svg,600x600,,ok,," Bars 50 | 240 | 20 | 240 | 50, 165 from top, 80 high. Stems 58 wide, 295 from top, 200 high; only their widths are dimensioned so each is centred under its bar (x 141 and 401)."
TM10-7A,Temporary Signs/LEFT_TURN_ARROW_LANE_CLOSED_YELLOW_SQUARE_TM10-7A.svg,600x600,,ok,,"symbol:tm10-7a_left_turn_arrow Top dims read as 50 | 205 | 55 | 240 | 50 (the outer '5's are cropped '50's; sums to 600). Arrow bbox x 50 w 205, y 174, h 146+163=309 (stem 53 wide at x 202..255, from the bottom dims 202 | 53 | 149 | 53 | 143). Bar x 310 w 240, y 174 h 80; stem x 404 w 53, y 174+80+46=300, h 183; 117 to bottom."
TM10-8A,Temporary Signs/RIGHT_TURN_ARROW_LANE_CLOSED_YELLOW_SQUARE_TM10-8A.svg,600x600,,ok,,"symbol:tm10-7a_left_turn_arrow Mirror of TM10-7A (50 | 240 | 55 | 205 | 50; bottom 143 | 53 | 149 | 53 | 202): bar x 50 w 240; stem x 143 w 53; arrow bbox x 345 w 205, y 174 h 309, flipped to turn right."
TM10-9A,Temporary Signs/LEFT_TURN_WEDGE_LANE_CLOSED_YELLOW_SQUARE_TM10-9A.svg,600x600,,ok,,"symbol:tm10-9a_left_turn_arrow_wedge Arrow+wedge group: 62 from left, arrow 198 wide (top dims) / wedge 201 wide (bottom dims) -> bbox w 201; 176 from top, 320 high. DRAWING INCONSISTENCY: left stack 176 | 320 | 105 sums to 601. Bar 310 | 240 | 50, y 165 h 80; stem x 401 w 58 (bottom dims 62 | 201 | 138 | 58 | 141), y 295 h 200."
TM2-17A,Temporary Signs/END_ROAD_WORK_YELLOW_SQUARE_TM2-17A.svg,600x600,END ROAD WORK,ok,,
TM2-17C,Temporary Signs/END_ROADWORK_YELLOW_LONG_TM2-17C.svg,1200x600,END ROADWORK,ok,,
TM2-23A,Temporary Signs/END_DETOUR_YELLOW_SQUARE_TM2-23A.svg,600x600,END DETOUR,ok,,
TM2-23C,Temporary Signs/END_DETOUR_YELLOW_LONG_TM2-23C.svg,1200x600,END DETOUR,ok,,
TM2-24A,Temporary Signs/TWO_WAY_ARROWS_YELLOW_SQUARE_TM2-24A.svg,600x600,,ok,,"symbol:tm2-24a_two_way_arrows Arrows 100 from top and bottom (400 high). DRAWING INCONSISTENCY: the top dimensions read 175 | 310 | 175 (sum 660, not 600); the ticks sit on the two arrow centrelines at 175 and 425 (i.e. 175 | 250 | 175), and each head is 3 grid squares = 150 wide, so the pair spans x 100-500; box x 100, y 100, 400 x 400."
TM2-25A,Temporary Signs/TRUCK_YELLOW_SQUARE_TM2-25A.svg,600x600,,ok,,symbol:tm2-25a_truck
TM2-26A,Temporary Signs/ROAD_WORK_YELLOW_SQUARE_TM2-26A.svg,600x600,ROAD WORK,ok,,
TM2-26B,Temporary Signs/ROADWORK_YELLOW_LONG_SKINNY_TM2-26B.svg,1200x300,ROADWORK,ok,,
TM2-26C,Temporary Signs/ROADWORK_YELLOW_LONG_TM2-26C.svg,1200x600,ROADWORK,ok,,
TM2-27A,Temporary Signs/BRIDGE_WORK_YELLOW_SQUARE_TM2-27A.svg,600x600,BRIDGE WORK,ok,,
TM2-27B,Temporary Signs/BRIDGEWORK_YELLOW_LONG_SKINNY_TM2-27B.svg,1200x300,BRIDGEWORK,ok,,
TM2-27C,Temporary Signs/BRIDGEWORK_YELLOW_LONG_TM2-27C.svg,1200x600,BRIDGEWORK,ok,,
TM2-28A,Temporary Signs/END_BRIDGE_WORK_YELLOW_SQUARE_TM2-28A.svg,600x600,END BRIDGE WORK,ok,," Drawing labels END and BRIDGE 100 C but their widths 240/452 are Series D (100 C = 202/383; END 100 D = 239 on TM2-17A, BRIDGE 100 D = 450 on TM2-27A); D used."
TM2-29A,Temporary Signs/TRENCHING_WORKS_YELLOW_SQUARE_TM2-29A.svg,600x600,TRENCHING WORKS,ok,,
TM2-29B,Temporary Signs/TRENCHING_WORKS_YELLOW_LONG_SKINNY_TM2-29B.svg,1200x300,TRENCHING WORKS,ok,,
TM2-30B,Temporary Signs/MOWING_YELLOW_LONG_SKINNY_TM2-30B.svg,1200x300,MOWING,ok,,
TM2-31A,Temporary Signs/LITTER_COLLECTION_YELLOW_SQUARE_TM2-31A.svg,600x600,LITTER COLLECTION,ok,,
TM2-31B,Temporary Signs/LITTER_COLLECTION_YELLOW_LONG_SKINNY_TM2-31B.svg,1200x300,LITTER COLLECTION,ok,,
TM2-32A,Temporary Signs/UTILITY_REPAIRS_YELLOW_SQUARE_TM2-32A.svg,600x600,UTILITY REPAIRS,ok,,
TM2-32B,Temporary Signs/UTILITY_REPAIRS_YELLOW_LONG_SKINNY_TM2-32B.svg,1200x300,UTILITY REPAIRS,ok,,
TM2-33A,Temporary Signs/EMERGENCY_WORKS_YELLOW_SQUARE_TM2-33A.svg,600x600,EMERGENCY WORKS,ok,,
TM2-33B,Temporary Signs/EMERGENCY_WORKS_YELLOW_LONG_SKINNY_TM2-33B.svg,1200x300,EMERGENCY WORKS,ok,,
TM2-34A,Temporary Signs/SURVEY_WORKS_YELLOW_SQUARE_TM2-34A.svg,600x600,SURVEY WORKS,ok,,
TM2-35B,Temporary Signs/SURVEYORS_ORANGE_LONG_SKINNY_TM2-35B.svg,1200x300,SURVEYORS,ok,,
TM2-36A,Temporary Signs/ROAD_PLATES_IN_USE_YELLOW_SQUARE_TM2-36A.svg,600x600,ROAD PLATES IN USE,ok,,
TM2-36C,Temporary Signs/ROAD_PLATES_IN_USE_YELLOW_LONG_TM2-36C.svg,1200x600,ROAD PLATES IN USE,ok,,
TM2-37A,Temporary Signs/POWER_LINE_WORKS_YELLOW_SQUARE_TM2-37A.svg,600x600,POWER LINE WORKS,ok,, Drawing labels POWER and LINE 100 C but their widths 415/271 are Series D (100 C = 359/230); D used.
TM2-37C,Temporary Signs/POWERLINE_WORKS_YELLOW_LONG_TM2-37C.svg,1200x600,POWERLINE WORKS,ok,, Drawing labels both lines 140 C but the widths 984/598 are Series D (140 C = 849/510); D used.
TM2-38A,Temporary Signs/ON_RAMP_YELLOW_SQUARE_TM2-38A.svg,600x600,ON RAMP,ok,,
TM2-38B,Temporary Signs/ON_RAMP_YELLOW_LONG_SKINNY_TM2-38B.svg,1200x300,ON RAMP,ok,,
TM2-39A,Temporary Signs/MERGE_LEFT_YELLOW_SQUARE_TM2-39A.svg,600x600,MERGE LEFT,ok,,
TM2-39B,Temporary Signs/MERGE_LEFT_YELLOW_LONG_SKINNY_TM2-39B.svg,1200x300,MERGE LEFT,ok,,
TM2-40A,Temporary Signs/MERGE_RIGHT_YELLOW_SQUARE_TM2-40A.svg,600x600,MERGE RIGHT,ok,,
TM2-40B,Temporary Signs/MERGE_RIGHT_YELLOW_LONG_SKINNY_TM2-40B.svg,1200x300,MERGE RIGHT,ok,,
TM2-41A,Temporary Signs/LOCAL_ACCESS_ONLY_YELLOW_SQUARE_TM2-41A.svg,600x600,LOCAL ACCESS ONLY,ok,,
TM2-42A,Temporary Signs/SLOW_MOVING_VEHICLE_YELLOW_SQUARE_TM2-42A.svg,600x600,SLOW MOVING VEHICLE,ok,,
TM2-43A,Temporary Signs/SIDE_ROAD_CLOSED_YELLOW_SQUARE_TM2-43A.svg,600x600,SIDE ROAD CLOSED,ok,,
TM2-44A,Temporary Signs/CHANGED_TRAFFIC_CONDITIONS_YELLOW_SQUARE_TM2-44A.svg,600x600,CHANGED TRAFFIC CONDITIONS,ok,, Top dims 86|427|87 and 50|499|51: 499 taken as CHANGED and 427 as TRAFFIC (TRAFFIC 100 C = 426 on TM1-46A).
TM2-45A,Temporary Signs/OVERSIZE_VEHICLE_YELLOW_SQUARE_TM2-45A.svg,600x600,OVERSIZE VEHICLE,ok,, Drawing labels both lines 95 D but the widths 485/428 are Series C (95 D = 568/503); C used.
TM2-46A,Temporary Signs/HEAVY_VEHICLES_YELLOW_SQUARE_TM2-46A.svg,600x600,HEAVY VEHICLES,ok,,
TM2-47A,Temporary Signs/HIGH_VEHICLES_YELLOW_SQUARE_TM2-47A.svg,600x600,HIGH VEHICLES,ok,,
TM2-48A,Temporary Signs/TRAFFIC_SIGNALS_NOT_IN_USE_YELLOW_SQUARE_TM2-48A.svg,600x600,,ok,,"symbol:tm1-30a_traffic_signals Signal symbol as TM1-30A (145|310|145, 50|500|50). Two red bars 500 long x 25 wide at 40 deg included angle (20 deg each side of vertical); the drawing does not dimension the crossing point, taken as the panel centre (300,300) which matches the illustration. Caption says 'black symbol' but the bars are drawn red."
TM2-49A,Temporary Signs/SIGNALS_NOT_IN_USE_YELLOW_SQUARE_TM2-49A.svg,600x600,SIGNALS NOT IN USE,ok,,
TM2-4A,Temporary Signs/ROAD_CLOSED_WHITE_SQUARE_TM2-4A.svg,600x600,ROAD CLOSED,ok,,
TM2-4B,Temporary Signs/ROAD_CLOSED_WHITE_LONG_SKINNY_TM2-4B.svg,1200x300,ROAD CLOSED,ok,,
TM2-4C,Temporary Signs/ROAD_CLOSED_WHITE_LONG_TM2-4C.svg,1200x600,ROAD CLOSED,ok,, Drawing labels CLOSED as 792 but its side margins 144/145 give 911; 160 E CLOSED = 913. 792 is a copy of TM1-1C's AHEAD dimension (typo in the standard).
TM2-50A,Temporary Signs/SIGNALS_UNDER_REPAIR_YELLOW_SQUARE_TM2-50A.svg,600x600,SIGNALS UNDER REPAIR,ok,,
TM2-51A,Temporary Signs/SPEED_HUMP_YELLOW_SQUARE_TM2-51A.svg,600x600,,ok,,"symbol:tm2-51a_speed_hump DRAWING INCONSISTENT: vertical dims 50|107|50 sum to 207 not 600; the illustration shows the 107-high hump centred, so y = (600-107)/2 = 246.5 used."
TM2-52A,Temporary Signs/BOOM_GATE_YELLOW_SQUARE_TM2-52A.svg,600x600,,ok,,symbol:tm2-52a_boom_gate Caption says 'black symbol' but the disc is drawn red and the arm hatched black/white (colours inside the symbol artwork).
TM2-53A,Temporary Signs/KEEP_TRACKS_CLEAR_YELLOW_SQUARE_TM2-53A.svg,600x600,KEEP TRACKS CLEAR,ok,,
TM2-54A,Temporary Signs/TRAM_ONLY_YELLOW_SQUARE_TM2-54A.svg,600x600,TRAM ONLY,ok,," Drawing labels both lines 100 D but the widths 397/399 are Series E (100 D = 331/339; TRAM 100 D = 330 on TM1-42A, 100 E = 397 on TM2-55A); E used."
TM2-55A,Temporary Signs/TRAM_WORKS_YELLOW_SQUARE_TM2-55A.svg,600x600,TRAM WORKS,ok,,
TM2-56A,Temporary Signs/END_TRAM_WORKS_YELLOW_SQUARE_TM2-56A.svg,600x600,END TRAM WORKS,ok,,
TM2-57C,Temporary Signs/FOR_ROADWORK_ENQUIRIES_YELLOW_LONG_TM2-57C.svg,1200x600,FOR ROADWORK ENQUIRIES PH: 12345678,ok,, Phone number varies (dashed placeholder '12345678' used as drawn). Bottom dims 146|196|=|Varies|=: PH: left-aligned at 146; number centred between the end of PH: (342) and the right edge (1200) -> cx 771.
TM3-11C,Temporary Signs/NEW_WORK_NO_LINES_MARKED_YELLOW_LONG_TM3-11C.svg,1200x600,NEW WORK NO LINES MARKED,ok,," Stack 75 | 110 E | 60 | 110 E | 60 | 110 E | 75 -> tops 75, 245, 415. Top rows: 158|328|64|452|158 is NEW WORK (inner row = first line; AS 1744 gives NEW 329, WORK 452) and 230|206|80|454|230 is NO LINES (NO 207, LINES 454). The NEW WORK row sums to 1160, not 1200: its margins should be 178 each."
TM3-12C,Temporary Signs/NO_LINES_DO_NOT_OVERTAKE_UNLESS_SAFE_YELLOW_LONG_TM3-12C.svg,1200x600,NO LINES DO NOT OVERTAKE UNLESS SAFE,width OVERTAKE: 731.8 vs drawing 665,," DRAWING INCONSISTENT. Vertical: 57 | 95 E | (no gap stated) | 95 E | 60 | 95 E | 60 | 95 E | 58 sums to 615 even without the missing gap; the drawn gaps measure ~35 and 600-57-58-4*95 = 105 = 3 x 35, so tops 57/187/317/447 use 35 gaps (the two '60' labels are wrong). Horizontal: DO NOT row reads 346|507|69|262|347 (sum 1531); DO = 1200-346-347-69-262 = 176 used for expect (the '507' is a typo). UNLESS SAFE row reads 267|542|61|357|268 (sum 1495); 542/61/357 are consistent with the drawn letters and with AS 1744, the margins should be 120 each (267/268 copied from the OVERTAKE row). OVERTAKE row 267|665|268 is identical to TM3-11C's MARKED row and is wrong for OVERTAKE 95 E, which AS 1744 makes 732 wide (margins 234); expect left at the drawing's 665, so the generator reports a width mismatch here by design."
TM3-13A,Temporary Signs/GRAVEL_ROAD_YELLOW_SQUARE_TM3-13A.svg,600x600,GRAVEL ROAD,ok,," Drawing's GRAVEL row reads 55|358|56 (sum 469, not 600). The margins are right: 600-55-56 = 489 used for expect, and AS 1744 gives GRAVEL 100 D = 489; the '358' is a typo (ROUGH's width)."
TM3-13B,Temporary Signs/GRAVEL_ROAD_YELLOW_LONG_SKINNY_TM3-13B.svg,1200x300,GRAVEL ROAD,ok,, Drawing reads 122|627|71|358|122 (sum 1300). GRAVEL = 1200-122-122-71-358 = 527 used for expect ('627' is a typo); AS 1744 gives 528.
TM3-14A,Temporary Signs/LOOSE_SURFACE_YELLOW_SQUARE_TM3-14A.svg,600x600,LOOSE SURFACE,ok,,
